hash,msg,parents,is_merge,files
182e55cdad729f6dd5fe814af8b8597641d23922,Only use fooocus inpaint merge at strength > 80%,['059afc9ba970456f9555484eb35ba7cf21cedcf7'],False,['workflow.py']
27e5c2dc0f87bb7469862ee300b8b2bec3f66fd9,Enable stencil control net for cloud,['182e55cdad729f6dd5fe814af8b8597641d23922'],False,['cloud_client.py']
e6f0c460044ace57a66d5890c06d40fd702e94a8,"Use clone/remove to update layer content for better undo behavior #787

Live: add alternative apply button which creates a new result layer for the active region only (no splatting)

Add apply behavior which just puts the full image on top of the stack even with regions #806",['27e5c2dc0f87bb7469862ee300b8b2bec3f66fd9'],False,"['apply-layer-dark.svg', 'apply-layer-light.svg', 'model.py', 'region.py', 'settings.py', 'live.py']"
eeb577062e6dbc059b1918e2f76e39fd36b56d0d,Don't change the active layer to a different region during apply,['e6f0c460044ace57a66d5890c06d40fd702e94a8'],False,"['layer.py', 'model.py', 'actions.py', 'generation.py', 'live.py']"
0d89d06813d48a9f08ee3010853ca0ab7421f601,Don't use a document which doesn't have an active layer #805,['eeb577062e6dbc059b1918e2f76e39fd36b56d0d'],False,['document.py']
40ef70d47b709ec205ac82fec4e64621c522f21c,Trim prompt text which is used as layer name #804,['0d89d06813d48a9f08ee3010853ca0ab7421f601'],False,"['model.py', 'util.py']"
44e19e344746b10b2c3fd8f9a19c2a322a033981,Add separate toggle for active-region-layer-only mode,['40ef70d47b709ec205ac82fec4e64621c522f21c'],False,"['region-alpha-active-dark.svg', 'region-alpha-active-light.svg', 'region-alpha-dark.svg', 'region-alpha-light.svg', 'model.py', 'generation.py']"
0bed60e623f0f9d64ea56957e1237686a0ad9f1f,Update readme,['44e19e344746b10b2c3fd8f9a19c2a322a033981'],False,"['README.md', '__init__.py']"
8135ea9b208251d15bf9343cbea4de58007bd499,"Fix link/unlinked not being tracked by persistence
- could lead to regions being linked to wrong layers in saved .kra file",['0bed60e623f0f9d64ea56957e1237686a0ad9f1f'],False,['region.py']
c5a5a058b65fc72e3cc07f890939ffa3e08f41c0,Fix paint-layer-to-region promotion when applying multiple results from the same batch,['8135ea9b208251d15bf9343cbea4de58007bd499'],False,['model.py']
e11336f1e9d5e1ea4e3fba5359d0a430e40247d5,Use linear cost computation for tiled upscale workflow,['c5a5a058b65fc72e3cc07f890939ffa3e08f41c0'],False,"['api.py', 'model.py', 'test_service.py']"
f1e0e29d6ddce2c56c54a3006696d41fc6d27a18,Fix issues where control layers are removed when unrelated layers are deleted #823,['e11336f1e9d5e1ea4e3fba5359d0a430e40247d5'],False,"['control.py', 'layer.py']"
540b15c2945ab8a5d2e11cbfaca68853bf0c6c21,"Fix for Mac SSL issue #840 (#841)

Fix for Mac SSL issue #840",['f1e0e29d6ddce2c56c54a3006696d41fc6d27a18'],False,['comfy_client.py']
69bd64682c9ee8599c27596359c668cf64307f7c,Add SD3 as valid checkpoint version,['540b15c2945ab8a5d2e11cbfaca68853bf0c6c21'],False,"['comfy_client.py', 'sd-version-3-dark.svg', 'sd-version-3-light.svg', 'model.py', 'resolution.py', 'resources.py', 'style.py', 'theme.py']"
8dbd8ebac90d2a203b312c3368b41fee091c3896,Initial support for SD3 (Generate only),['69bd64682c9ee8599c27596359c668cf64307f7c'],False,"['client.py', 'comfy_client.py', 'comfy_workflow.py', 'sd-version-3-dark.svg', 'sd-version-3-light.svg', 'samplers.json', 'resolution.py', 'resources.py', 'style.py', 'workflow.py']"
c3e15dd2fa2d9f3bdf75402849060ba7f187963f,Extend SD3 resolution range,['8dbd8ebac90d2a203b312c3368b41fee091c3896'],False,"['control.json', 'resolution.py']"
622b48e956fa5cbb8ed99ea7dbe08ceac3feb916,Upgrade websockets library to 12.0,['c3e15dd2fa2d9f3bdf75402849060ba7f187963f'],False,"['__init__.py', 'comfy_client.py', 'websockets']"
abe1287a9883726a0940de2db3ef383ef612aec2,Maybe a fix for #836,['622b48e956fa5cbb8ed99ea7dbe08ceac3feb916'],False,['layer.py']
690abbd0f6d253926cf0de716f6ed6ebd14a7ff3,Fix division-by-zero when using tiled upscale with target resolution lower than tile size,['abe1287a9883726a0940de2db3ef383ef612aec2'],False,"['resolution.py', 'test_resolution.py']"
89cf544ec8ecaa3a2a4474064e183b653dc6bdc2,"Update SDXL control-net models:
- scribble: xinsir-scribble > misto-line
- lineart: xinsir-scribble > misto-line
- softedge: misto-line > xinsir-scribble
- canny: xinsir-canny-v2 > sai-canny > misto-line
- pose: xinsir-pose > thibaud-pose

Add misto-line and xinsir-pose as optional downloads",['690abbd0f6d253926cf0de716f6ed6ebd14a7ff3'],False,['resources.py']
5de9aa5a4e781e635cf75b1005db5e74155e5661,"Use AnyLine for soft edge
Upgrade depth to DepthAnythingV2
Use Canny preprocessor from controlnet-aux",['89cf544ec8ecaa3a2a4474064e183b653dc6bdc2'],False,"['resources.py', 'workflow.py']"
eb706744dcb61c74631482ec50fefa802aa31f12,Add search paths for SDXL segmentation and stencil (qrcode) control net #849,['5de9aa5a4e781e635cf75b1005db5e74155e5661'],False,['resources.py']
670e79bdeebb4ed2821cf2c4775f5953e9678617,Keep lora in prompt history (again) #855,['eb706744dcb61c74631482ec50fefa802aa31f12'],False,['model.py']
af20ec213cb14c4995e00bd2f4d9c56cc9dc90b6,"Filter/Mask layers can't be used as control layer #846
- try to use their parent when a new control layer is created
- hide them from control layer drop-down",['670e79bdeebb4ed2821cf2c4775f5953e9678617'],False,"['control.py', 'layer.py']"
19c5337bb5a2dfcfdd08508371e48d891de5097e,Replace LCM with Hyper-SD as default realtime sampler,['af20ec213cb14c4995e00bd2f4d9c56cc9dc90b6'],False,"['comfy_client.py', 'samplers.json', 'resources.py', 'cinematic-photo-xl.json', 'cinematic-photo.json', 'comic-anime.json', 'digital-artwork-xl.json', 'digital-artwork.json']"
4b2f8adb92d444b33119bf3d8c2da58ce1dcd73a,Don't use Krita node clone (removing a cloned node crashes?),['19c5337bb5a2dfcfdd08508371e48d891de5097e'],False,"['image.py', 'layer.py', 'model.py', 'generation.py', 'style.py', 'workflow.py', 'test_image.py']"
4b3b0f555bbc741718f0a43b3bab147b7eb2d589,Fix show negative prompt toggle #857,['4b2f8adb92d444b33119bf3d8c2da58ce1dcd73a'],False,['region.py']
64d6a77ca3699de222270be96f8a7190804f58f7,Don't add /ComfyUI suffix when selecting existing server install dir #859,['4b3b0f555bbc741718f0a43b3bab147b7eb2d589'],False,['server.py']
c928b8c94ba799b55d4c95d44a73406c8d92b574,"Update dependencies, add ZavyChroma XL as optional checkpoint",['64d6a77ca3699de222270be96f8a7190804f58f7'],False,['resources.py']
40460fccb48b0b9c4209c0a806b8bb461bb2e4e0,Some more places to make hyper/chroma defaults,['c928b8c94ba799b55d4c95d44a73406c8d92b574'],False,"['client.py', 'resources.py', 'style.py', 'digital-artwork-xl.json', 'workflow.py']"
0de0893a79af4d42c0484f0280dcc0e378d90665,Keep LCM Lora around for a bit so old client versions can work with latest image,['40460fccb48b0b9c4209c0a806b8bb461bb2e4e0'],False,"['cloud_client.py', 'resources.py']"
ca0e03ab2c131c88235cdf663028b4545f790521,Fix apply replace behavior and tweak hyper-sd CFG,['0de0893a79af4d42c0484f0280dcc0e378d90665'],False,"['image.py', 'layer.py', 'model.py', 'samplers.json', 'cinematic-photo-xl.json', 'comic-anime.json', 'digital-artwork-xl.json', 'digital-artwork.json']"
02cc03308857ceec1fc440393dd134356a76a4aa,Minimum resolution for mistoline is 512,['ca0e03ab2c131c88235cdf663028b4545f790521'],False,"['model.py', 'workflow.py', 'test_create_control_image_canny_edge.png', 'test_create_control_image_depth.png', 'test_create_control_image_hands.png', 'test_create_control_image_line_art.png', 'test_create_control_image_normal.png', 'test_create_control_image_pose.png', 'test_create_control_image_scribble.png', 'test_create_control_image_segmentation.png', 'test_create_control_image_soft_edge.png']"
595898ab9fe0229412396127fb55968b88ee51de,Invalidate CI model cache,['02cc03308857ceec1fc440393dd134356a76a4aa'],False,['test.yml']
341c17a2e5175f97f07cf9647aed1d0cdd3f3d2b,Rename SD3 sampler,['595898ab9fe0229412396127fb55968b88ee51de'],False,['samplers.json']
da5434b4f0d6845a6b97f2badc23305f31a9c6c7,Fix crash in rare situation when image is just a tiny bit larger than preferred checkpoint image size,['341c17a2e5175f97f07cf9647aed1d0cdd3f3d2b'],False,['image.py']
fbb873b4519f6d8447d73e7f0c460955a9d327e9,"Make the Strength spinbox snap to full steps, and (optionally) show steps.
You can still enter percent, but scroll/inc/dec actions will snap to the next full stepsize.
That is, if a style with 20 steps is selected, it will snap to 5, 10, 15... etc.
Changing the style does not change the percent. Only a deliberate input makes any changes.
Below the minimum step cutoff, we just step by 5.",['da5434b4f0d6845a6b97f2badc23305f31a9c6c7'],False,"['settings.py', 'style.py', 'animation.py', 'generation.py', 'live.py', 'settings.py', 'widget.py', 'workflow.py']"
9b53baad2d15a212d54d4d7a876cb46987cdd8d4,"Use SamplerCustomAdvanced node to allow new schedulers usage (including AlingYourSteps) (#881)

* Testing SamplerCustomAdvanced workflow
* New methods : sampler_custom_advanced, scheduler_sigmas, split_sigmas, cfg_guider, random_noise, ksampler_select
* Calling sampler_custom_advanced instead of ksampler_advanced
* Added SDVersion parameter to sampler_custom_advanced calls
* Handle new schedulers : AlignYourSteps, GITS, PolyExponential
* Handle Euler CFG++ sampler with the sampler_name 'euler_cfgpp'.",['fbb873b4519f6d8447d73e7f0c460955a9d327e9'],False,"['comfy_workflow.py', 'workflow.py']"
aa2bc755bc1e2ad4637216b88dfdbff2de031585,"Make gits sampler the default for ""Fast"" preset",['9b53baad2d15a212d54d4d7a876cb46987cdd8d4'],False,['samplers.json']
664deb8705402c7f62873301d63931ac4109b96b,"Only pass high-res mask to workflows, downscale/crop on demand",['aa2bc755bc1e2ad4637216b88dfdbff2de031585'],False,"['api.py', 'resolution.py', 'workflow.py', 'test_resolution.py']"
66c076f9ceeb8cd2e5b5c8c31a9b29eee3edab26,"Move mask grow/feather to workflow
- it could be very slow with big kernel size, which makes live paint laggy",['664deb8705402c7f62873301d63931ac4109b96b'],False,"['api.py', 'comfy_workflow.py', 'document.py', 'layer.py', 'model.py', 'region.py', 'workflow.py', 'test_resolution.py']"
23c0122f396e95fa55b85dd38e5b0e9dc2a324e7,Add context menu action to clear generation history #728,['66c076f9ceeb8cd2e5b5c8c31a9b29eee3edab26'],False,"['jobs.py', 'generation.py']"
30381bb85ed62dd892c193260080a84c1e6afd80,Fix discard image not working for first image in the list,['23c0122f396e95fa55b85dd38e5b0e9dc2a324e7'],False,['generation.py']
6e138d5e4e8a17470b3ddd76000258850dcd7d61,Import ComfyUI and A1111 prompts from PNG if available #880,['30381bb85ed62dd892c193260080a84c1e6afd80'],False,"['persistence.py', 'root.py']"
a30a822a040c7907f633682ea0d80f9202856478,Set sunken state when generate button is pressed #746,['6e138d5e4e8a17470b3ddd76000258850dcd7d61'],False,['widget.py']
2f680496d4e37270ab75bbc81e8e9a471c825e48,Mention {prompt} placeholder in style settings #901,['a30a822a040c7907f633682ea0d80f9202856478'],False,['style.py']
209dc9b91aedcbd713e57b3298567a17f06423df,"Start with recently used settings when creating a new document #902
- for some properties like style, inpaint settings, upscale model",['2f680496d4e37270ab75bbc81e8e9a471c825e48'],False,"['persistence.py', 'root.py', 'settings.py']"
6972f9d4b59ea1a683b6285524c60acbc40f566a,Also persist batch count #902,['209dc9b91aedcbd713e57b3298567a17f06423df'],False,['persistence.py']
b5c2e6167291ab548685969b50a4ab15c00c1098,Add xinsir tile and depth models to control net search paths #891,['6972f9d4b59ea1a683b6285524c60acbc40f566a'],False,['resources.py']
15fa6d6a460add4f736e62ecbd5a60e0d09b19ad,Add xinsir tile & depth control models and make tile the new default #891,['b5c2e6167291ab548685969b50a4ab15c00c1098'],False,"['__init__.py', 'resources.py']"
80721d6a430d065d1ea38e965208871027d4e0cc,Fix infinite recursion in strength spin box when changing canvas,['15fa6d6a460add4f736e62ecbd5a60e0d09b19ad'],False,['widget.py']
9698646c75ccc0179e857ca6edd84723e6187d2a,Clamp mask grow and blur (just to avoid hangs when there is a bug),['80721d6a430d065d1ea38e965208871027d4e0cc'],False,['api.py']
3f9de51bb6810c64da81ec4a70642ced283f0f4f,Cloud also deploys xinsir tile now,['9698646c75ccc0179e857ca6edd84723e6187d2a'],False,['cloud_client.py']
9dabd10de81d867acfcfc551c4a54cc9264d1b37,Fix strength snap assert in upscale ui,['3f9de51bb6810c64da81ec4a70642ced283f0f4f'],False,['widget.py']
00612cd06b92dd0a4a2a56ecf92789b5f2852da8,Fix initial upscale model not being restricted to those installed on the server,['9dabd10de81d867acfcfc551c4a54cc9264d1b37'],False,['model.py']
b91d78b7856c31af5b20053ab7fa606873220cd3,Avoid division by zero if region/document bounds are 0 (no content) #862,['00612cd06b92dd0a4a2a56ecf92789b5f2852da8'],False,"['image.py', 'region.py']"
630d9a1b14d3d9bf7f24488e25de0c014e1dd277,"Add some error handling for LayerManager.active #862
 - still not sure how it can fail exactly",['b91d78b7856c31af5b20053ab7fa606873220cd3'],False,['layer.py']
ff1033eb3f5bdfff737cb8f99b7721d873b48328,"Guard against processing python events from within the event loop #914
- not aware of code doing this explicitly, but technically it's possible, eg if something calls Qt's processEvents",['630d9a1b14d3d9bf7f24488e25de0c014e1dd277'],False,['eventloop.py']
2a6447d69f35868e86a94a6f2ed514cac8680033,Fix strength snap in live mode,['ff1033eb3f5bdfff737cb8f99b7721d873b48328'],False,['widget.py']
7377f860eb975b7b2e02151b14ca3e84adca4dac,Delay removing layers to avoid document without active layer,['2a6447d69f35868e86a94a6f2ed514cac8680033'],False,['layer.py']
885c2b018de2ffe91534f5381ff785b5c5438b75,Make inpaint workflow compatible with requests from older plugin version,['7377f860eb975b7b2e02151b14ca3e84adca4dac'],False,"['api.py', 'workflow.py']"
088f0bc06ef19308e37a6a0e38ace22a88c0b3cf,Fix loading ComfyUI outputs where prompt text is not inline value #920,['885c2b018de2ffe91534f5381ff785b5c5438b75'],False,['persistence.py']
260f19ec027ea29901fd88315c0c690f4b5e05da,Fix broken code which crashes Krita when replacing layers #922,['088f0bc06ef19308e37a6a0e38ace22a88c0b3cf'],False,['layer.py']
bff9df14b829a721c5a0056d3f3900a993a0f3a7,"Add requests to requirements.txt

Missing to run `scripts/docker.py` and `tests/test_pod.py`.",['260f19ec027ea29901fd88315c0c690f4b5e05da'],False,['requirements.txt']
59cff1287eb7f788943ffb2d2d32b8eb7e1f7bc5,Let QPlainTextEdit handle Ctrl+Backspace,['bff9df14b829a721c5a0056d3f3900a993a0f3a7'],False,['widget.py']
682eedf7bb54badb46653d0c387cb784af0b2e69,Alternative resource paths for xinsir control models #935,['59cff1287eb7f788943ffb2d2d32b8eb7e1f7bc5'],False,['resources.py']
d8719d154dd23b998e70b7ab88366d02cf818699,"Add missing layer type ""filllayer"" and ignore Krita's internal layers #928",['682eedf7bb54badb46653d0c387cb784af0b2e69'],False,['layer.py']
34d347eca083690e77b453b2ec6e35e7fc84ddee,"Fix crash when inserting new layer after flatten image #836
- document root node is replaced on some operations (like flatten image)",['d8719d154dd23b998e70b7ab88366d02cf818699'],False,['layer.py']
58f19952bc8bffb2cc8cb3cd16d062a1e37fa8b2,Screenshot images,['34d347eca083690e77b453b2ec6e35e7fc84ddee'],False,"['control-depth-screen.png', 'control-line-screen.png', 'control-pose-screen.png', 'control-scribble-screen.png', 'screenshot-regions.png']"
712918ac8f3f889d6637eda02aa6876ae666f307,Update readme,['58f19952bc8bffb2cc8cb3cd16d062a1e37fa8b2'],False,['README.md']
8578728837510484c932d93e618d5ea321c6a5b8,"Clear earlier unfinished jobs from history when a job completes #814
those are likely zombies that were interrupted or never scheduled due to server disconnect",['712918ac8f3f889d6637eda02aa6876ae666f307'],False,"['__init__.py', 'jobs.py']"
1542d16a15e56e03042943f7c6a14f9a53ec8d1f,Support for control-net union model #923 #944,['8578728837510484c932d93e618d5ea321c6a5b8'],False,"['comfy_workflow.py', 'control.py', 'resources.py', 'control.py', 'workflow.py']"
873513d156a763fb078aba17182962f3724d552a,Enable union control-net for tiled upscale,['1542d16a15e56e03042943f7c6a14f9a53ec8d1f'],False,"['client.py', 'control.py', 'model.py', 'upscale.py']"
2937642eea13bdd31dc583b8cf81495c8b83b7f5,Use union (universal) control-net as default (managed server + cloud),['873513d156a763fb078aba17182962f3724d552a'],False,"['client.py', 'cloud_client.py', 'control.py', 'model.py', 'resources.py', 'upscale.py', 'workflow.py']"
c1af6e7f822729ff8bce8d5d68193ed85a770f87,Cache some leaf nodes to clean up comfy workflows a bit,['2937642eea13bdd31dc583b8cf81495c8b83b7f5'],False,['comfy_workflow.py']
697d6ad6d94a0ae393dc2d18505fa0aca97ab943,Stash benchmark image processing script,['c1af6e7f822729ff8bce8d5d68193ed85a770f87'],False,['benchmark_report.py']
1aea00a60fe70d0c0ad99f72a4dcfb75b04b34c9,Localization #668,['697d6ad6d94a0ae393dc2d18505fa0aca97ab943'],False,"['cloud_client.py', 'comfy_client.py', 'connection.py', 'control.py', 'document.py', 'en.json', 'new_language.json.template', 'localization.py', 'model.py', 'network.py', 'persistence.py', 'resources.py', 'server.py', 'settings.py', 'style.py', 'text.py', 'animation.py', 'control.py', 'diffusion.py', 'generation.py', 'live.py', 'region.py', 'server.py', 'settings.py', 'style.py', 'upscale.py', 'widget.py', 'workflow.py', 'translation.py']"
35088d08f5041b0f54a848dea474f5a3ed7ba1c0,Extract localization strings with placeholders and add localization guide,['1aea00a60fe70d0c0ad99f72a4dcfb75b04b34c9'],False,"['CONTRIBUTING.md', 'new_language.json.template', 'translation.py']"
6b59070a6bca431a44cede2f3c9cc559dbddeb6c,Update language template when creating a release package,['35088d08f5041b0f54a848dea474f5a3ed7ba1c0'],False,"['__init__.py', 'package.py', 'translation.py']"
da7ddfd1cf3684df216bf54468f7b89ecb16b187,Add NSFW filter (optional) #656,['6b59070a6bca431a44cede2f3c9cc559dbddeb6c'],False,"['api.py', 'comfy_workflow.py', 'settings.py', 'settings.py', 'workflow.py']"
7f639630964e58e1ba061ba6ddd7fac15a75b0c6,Automatic prompt translation #952 #867,['da7ddfd1cf3684df216bf54468f7b89ecb16b187'],False,"['api.py', 'client.py', 'comfy_client.py', 'comfy_workflow.py', 'resources.py', 'settings.py', 'settings.py', 'settings_widgets.py', 'workflow.py']"
f3feef1deb5f0406a0d68bed33fd048529fbdfd9,Basic tests for nsfw filter & prompt translation,['7f639630964e58e1ba061ba6ddd7fac15a75b0c6'],False,"['workflow.py', 'test_resolution.py', 'test_workflow.py']"
1b0fc2ee058099f087fed1162a4423ac09b01fd2,Add quick toggle between prompt translation and original input,['f3feef1deb5f0406a0d68bed33fd048529fbdfd9'],False,"['new_language.json.template', 'model.py', 'region.py', 'workflow.py']"
1157fdb240c63aea44addb9d4557f85fffd2f529,Immediate prompt translate with ctrl+click,['1b0fc2ee058099f087fed1162a4423ac09b01fd2'],False,"['client.py', 'comfy_client.py', 'region.py', 'region.py']"
154f028202c185ae3929407ac7e56ab59e8f2eba,Update resources,['1157fdb240c63aea44addb9d4557f85fffd2f529'],False,['resources.py']
9bf0ab3df2580966c6ae1d2bca3eaac8a5086332,Match base class parameter name,['154f028202c185ae3929407ac7e56ab59e8f2eba'],False,['region.py']
2c809558ccb300f79a87c2d2b38818b65b54cecf,Support language directives in prompts,['9bf0ab3df2580966c6ae1d2bca3eaac8a5086332'],False,"['cloud_client.py', 'comfy_workflow.py', 'text.py', 'settings.py', 'workflow.py']"
4a3ba91b9dd6892bbd9f207748b7f941e53209ae,Add test for language prompt merge,['2c809558ccb300f79a87c2d2b38818b65b54cecf'],False,"['text.py', 'test_text.py']"
c74f6d38b0a4a031d18a49377d245b71f8a04311,"Reduce default line art CN strength for SDXL
- Xinsir union works best in 0.5~0.7 range",['4a3ba91b9dd6892bbd9f207748b7f941e53209ae'],False,"['new_language.json.template', 'control.json']"
1d02919974bad3fb7f89b497a47ad955aa74a023,Fix issues in tooling nodes,['c74f6d38b0a4a031d18a49377d245b71f8a04311'],False,"['resources.py', 'test_workflow.py']"
c7ac5e1b8f24834c5cf55f3bb3d9466d461db451,"Pin the pytorch version for managed server install
- at least 2.4.0 seems to cause problems #966",['1d02919974bad3fb7f89b497a47ad955aa74a023'],False,['server.py']
2630ee5282ceb4662d6ceab7d40c22752da81eee,Show info/warning on first activation of nsfw filter,['c7ac5e1b8f24834c5cf55f3bb3d9466d461db451'],False,"['new_language.json.template', 'settings.py']"
404466a0db8efd714565059b1fad1e715e22d4af,Hotkey for live apply to new layer #959,['2630ee5282ceb4662d6ceab7d40c22752da81eee'],False,"['ai_diffusion.action', 'extension.py', 'actions.py']"
9f9c58dfca168d1f1717b68e07bc2f55b971dd03,Chinese translation by @syl1130,['404466a0db8efd714565059b1fad1e715e22d4af'],False,['zh-cn.json']
3ee4d01e9ae9ac84f50506ad7acde5f45af3ce25,Translation: add some strings that were missing #979,['9f9c58dfca168d1f1717b68e07bc2f55b971dd03'],False,"['new_language.json.template', 'zh-cn.json', 'generation.py', 'region.py', 'settings_widgets.py', 'widget.py', 'package.py', 'translation.py']"
e6c16e2a3051730a42e051a3012f9e12da8232e6,"Spanish translation (#984)

* Spanish translation

Some key words were not fully translated because they are commonly used and recognizable by people who have at least minimal exposure to terms related to artificial intelligence and stable diffusion, like 'steps', CFG, etc.

The term ‘Prompt’ remains unchanged because it is widely used in various contexts, and practically everyone is accustomed to hearing it. Additionally, there is no official translation for it. However, this may be subject to change if necessary.""",['3ee4d01e9ae9ac84f50506ad7acde5f45af3ce25'],False,['es.json']
bc31d11fbdbfe9a8508e89b98a53a02b5de42a66,Dockerfile: install tooling nodes requirements,['e6c16e2a3051730a42e051a3012f9e12da8232e6'],False,"['CONTRIBUTING.md', 'Dockerfile']"
be1db5e3591f53ad479a394cf3849074d55b578a,Fix some issues with prompt translation setting when there is no connection,['bc31d11fbdbfe9a8508e89b98a53a02b5de42a66'],False,"['diffusion.py', 'region.py', 'settings.py']"
126e7ec380770c67ef2df552ee5d3200823d7843,Japanese translation by @picolet21 #985,['be1db5e3591f53ad479a394cf3849074d55b578a'],False,"['es.json', 'ja.json', 'zh-cn.json']"
b2285496cffb0d1bdba5d00cbff94a32db87584f,"Brazilian Portuguese Translation (#988)

* Spanish translation

Some key words were not fully translated because they are commonly used and recognizable by people who have at least minimal exposure to terms related to artificial intelligence and stable diffusion, like 'steps', CFG, etc.

The term ‘Prompt’ remains unchanged because it is widely used in various contexts, and practically everyone is accustomed to hearing it. Additionally, there is no official translation for it. However, this may be subject to change if necessary.""

* small mistakes fixed

* Update Spanish Translation

small mistakes fixed

* some words fixed

- revert ""Cargas de trabajo"" to ""Workloads"", because there is a article linked in plugin about that.
- some spell errors.

* Brasilian Portuguese Translation

pt-br localization.",['126e7ec380770c67ef2df552ee5d3200823d7843'],False,"['es.json', 'pt-br.json']"
75a65fae494d4b924ac996a8908a858c886321dc,Add contact/support info to Readme install section,['b2285496cffb0d1bdba5d00cbff94a32db87584f'],False,['README.md']
111a34b6422e0eacaecc091757ea443746e55d82,Update japanese translation,['75a65fae494d4b924ac996a8908a858c886321dc'],False,['ja.json']
8e39808e4b2ddbd989c4c562dcf4cdda10c92cc9,Russian translation by @Drakosha405,['111a34b6422e0eacaecc091757ea443746e55d82'],False,"['pt-br.json', 'ru.json']"
2cf2b3dfe0e5c136533d800e95d5664eb3e69e5c,Implement tag completion alongside the LORA completer. Ship with Danbooru tag files by default.,['8e39808e4b2ddbd989c4c562dcf4cdda10c92cc9'],False,"['settings.py', 'Danbooru.csv', 'autocomplete.py', 'settings.py', 'settings_widgets.py', 'widget.py']"
a1f171650c37662f9edbab85cbb7393f9b663307,"Fix auto-complete popup when opening a document, small tweaks to settings",['2cf2b3dfe0e5c136533d800e95d5664eb3e69e5c'],False,"['settings.py', 'settings.py', 'widget.py']"
aa752cf82ae0d5fa21148f78fd0050b6626c84e8,Add zh-tw Traditional Chinese translation,['a1f171650c37662f9edbab85cbb7393f9b663307'],False,['zh-tw.json']
95007e22a2d19f253667c2a6d3ba4cfe72e3e2eb,Update ru.json,['aa752cf82ae0d5fa21148f78fd0050b6626c84e8'],False,['ru.json']
7ed2f8e256d3d5a7b199a9e59390265c4e7c04d9,"Add custom tag folder button, fix refresh",['95007e22a2d19f253667c2a6d3ba4cfe72e3e2eb'],False,"['settings.py', 'settings_widgets.py']"
21db0d704f8650b56db59e069e5580c41666646c,Workaround for missing Windows wheels for matplotlib-3.9.1 #1031,['7ed2f8e256d3d5a7b199a9e59390265c4e7c04d9'],False,['server.py']
b104862ef86eea72ccfa4badc351506214f6f02a,Flux support (checkpoints only) #1023,['21db0d704f8650b56db59e069e5580c41666646c'],False,"['__init__.py', 'comfy_client.py', 'comfy_workflow.py', 'sd-version-flux-dark.svg', 'sd-version-flux-light.svg', 'samplers.json', 'resolution.py', 'resources.py', 'server.py', 'theme.py']"
a1a4a61850228703a8d09fe5782beed03fc75ee0,"Flux: fix guider, add cloud support",['b104862ef86eea72ccfa4badc351506214f6f02a'],False,"['api.py', 'cloud_client.py', 'comfy_workflow.py', 'resources.py', 'flux-schnell.json', 'server.py']"
178649cc5c842345492746f82e3f5506fa8d86e4,"Provide a Docker image without checkpoints (#973)

* Ignore virtual env

* Download models via script

* Add parameter for default checkpoint to download

* Pass args of `start.sh` to `pre_start.sh` and `post_start.sh`

* Download models in pre-start

* More minimal download for image

* Download models to persistent storage

* (Re)reduce Docker context and copy script files into docker context folder

* Handle interrupted downloads

* Formatter

* Fix download path (persistent storage)

* Continue even if download script failed

* Add assertion for `default_checkpoints` parameter

* Add `--no-inpaint` filter

* Add `download_with_retry` & `continue_on_error`

* Do not download models into image

* Renaming

* dry run `download_models` during Docker build to create directories

* fix version confusion

* simplify `copy_scripts`",['a1a4a61850228703a8d09fe5782beed03fc75ee0'],False,"['.gitignore', 'docker.py', 'Dockerfile', 'extra_model_paths.yaml', 'pre_start.sh', 'start.sh', 'download_models.py']"
38ad7c0ec7ca179c1df7dee57c6996f907ac1b56,Move local model downloads for tests out of docker build dir,['178649cc5c842345492746f82e3f5506fa8d86e4'],False,"['test.yml', '.gitignore', 'CONTRIBUTING.md', 'file_server.py', 'test_server.py']"
c4d888985eb6fd93ac80904d8d34789e9f2d8d45,"Change download_models.py to be additive (start with 0 models and add what you need via arguments)
- for previous behavior use --all
- add option --recommended (SDXL+all checkpoints)
- the --sd15 and --sdxl options act as ""workloads"" like in the installer",['38ad7c0ec7ca179c1df7dee57c6996f907ac1b56'],False,"['resources.py', 'download_models.py']"
f6cb8aefce9d6684bb1c9bad5bd5ce9f2c84da93,"Split Dockerfile into minimal base part and optional convenience
- default run with --recommended set of models
- add option to use local file server for easier development",['c4d888985eb6fd93ac80904d8d34789e9f2d8d45'],False,"['.gitignore', 'resources.py', 'docker.py', 'Dockerfile', 'pre_start.sh', 'download_models.py']"
22a1fb2ad224d021fcc54bd2313b70f2b498a73e,Add ComfyUI manager back to public docker image,['f6cb8aefce9d6684bb1c9bad5bd5ce9f2c84da93'],False,"['docker.py', 'Dockerfile']"
4c7dc27b40b829092fed3172aab4138de6b8e053,Turkish translation #1024,['22a1fb2ad224d021fcc54bd2313b70f2b498a73e'],False,['turkish-translation.json']
895223ab0c8f53ad793afdcd173736dcdbe7c934,Add french translation,['4c7dc27b40b829092fed3172aab4138de6b8e053'],False,['fr.json']
db1f0319d5c21bb63507d40f63e101c79751bd53,Indent advanced checkpoint settings,['895223ab0c8f53ad793afdcd173736dcdbe7c934'],False,"['tr.json', 'style.py']"
